financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2018-19,2019,UJJIVAN SMALL FINANCE BANK LIMITED,13742.2147,1526.6222,10552.4549,284.4495,284.2279,1640.0368,179.5926,7379.4408,4166.09,377.0545,13742.2147,1831.6099,205.9641,2037.574,725.1992,1003.3539,1106.4107,109.8038,309.0209,199.2171,18.94,18.39,0.55,275.9204,83.5392,83.7523,177.855,97.8523,50.9337,27.5482,1.88,11.4936349507361,0.26,45.06449262633778,95.61051726361818,43.840660044229374,1106.4107,0.0,2802.9391192842363
FY2019-20,2020,UJJIVAN SMALL FINANCE BANK LIMITED,18411.243864,2396.137498,14043.643651,300.483176,327.690029,1928.223169,1259.502283,10780.483699,3953.265854,,18411.243864,2703.59868,322.214934,3025.813614,1070.00679,1318.575504,1633.59189,287.312704,637.23132,349.918616,28.81,28.01,0.8,97.852269,145.189791,41.828755,64.072329,137.140976,27.548192,27.489341,2.21,13.97618608,0.2,33.97581296703216,46.088084330183946,33.0841380899908,1633.5918900000001,-2.2737367544323206e-13,75.64687770276748
FY2020-21,2021,UJJIVAN SMALL FINANCE BANK LIMITED,20380.45395,2516.450071,14493.951761,280.728908,511.825787,1928.314205,1290.437732,13135.767322,3247.316667,,20380.45395,2806.065569,302.309104,3108.374673,1077.514001,1230.077005,1728.551568,792.486789,800.783667,8.296878,26.44,25.06,1.38,137.140987,1032.803074,25.499894,73.846629,1070.597538,27.489397,424.583955,0.04,0.259,2.93,10.695692808949463,21.84766183745981,3.206490574601939,1728.5515679999999,2.2737367544323206e-13,-97.62891208966144
FY2021-22,2022,UJJIVAN SMALL FINANCE BANK LIMITED,23612.1838,4152.9348,16303.1714,249.3926,730.8651,1928.3142,874.3197,18292.2169,1763.5616,,23612.1838,2812.7991,359.8865,3172.6856,1039.207,1496.3806,1773.5921,1051.6884,637.098,-414.5904,18.99,17.7,1.29,1070.5976,2088.35,1086.2904,788.5799,1284.0773,424.5839,99.5979,-2.04,-13.770597,0.61,15.857006217469461,39.25503133238279,12.482583555081273,1773.5921,0.0,-5096.944633873127
FY2022-23,2023,UJJIVAN SMALL FINANCE BANK LIMITED,33316.8775,8510.3075,21289.6611,282.8799,750.4362,2154.7066,2054.4004,25537.6822,2641.464,,33316.8775,4164.9947,589.1909,4754.1856,1467.0926,1802.0597,2697.9021,385.1116,1485.0333,1099.9217,25.81,22.68,3.13,1284.0773,334.9931,505.7459,482.7151,630.6094,99.5979,9.0383,4.04,31.373712,0.04,41.1003648887402,39.60955273824682,30.586010400405918,2697.9021000000002,-4.547473508864641e-13,-365.3032245802122
FY2023-24,2024,UJJIVAN SMALL FINANCE BANK LIMITED,40422.21625,9766.018246,26882.9191,426.664322,809.823022,1931.428509,3682.06356,31462.15984,2170.815314,,40422.21625,5677.154057,786.751895,6463.905952,2267.703944,2279.099058,3409.450113,635.612289,1917.10295,1281.490661,24.69,22.58,2.11,630.6094,479.779738,223.993373,273.871072,612.524693,9.0383,76.292231,3.47,26.0927,0.28,21.32654463192114,23.1989637650045,26.272179598011537,3409.450113,0.0,16.50744421171071
FY2024-25,2025,UJJIVAN SMALL FINANCE BANK LIMITED,47689.1515,11729.99021,31390.00398,456.913096,942.448856,1935.003643,4148.403257,37630.48425,2845.362998,,47689.1515,6354.389593,846.197425,7200.587018,2718.122506,2793.237947,3636.267087,963.123507,1689.226565,726.103058,23.1,21.38,1.72,612.524693,1128.834724,180.03745,865.43671,695.885257,76.292231,152.426266,1.67,12.415309,0.49,17.977577491189646,19.60553389013613,16.76560816641375,3636.2670869999997,4.547473508864641e-13,-43.33918458419417
FY2015-16,2016,UNION BANK OF INDIA,404695.9024,89208.3461,267354.0019,3939.8728,14917.4612,687.4411,22203.7658,342720.0092,30957.3518,8127.3345,404695.9024,32198.8008,3631.7354,35830.5362,23885.7021,6302.2157,8313.0987,4291.0161,5642.6184,1351.6023,10.56,8.14,2.42,13030.87,12952.87,1021.27,791.58,24170.89,6918.97,14025.94,0.35,6.33780120986712,5.25,,,,8313.098700000002,-1.8189894035458565e-12,
FY2016-17,2017,UNION BANK OF INDIA,452704.4402,112148.9595,286466.577,3894.415,17371.9868,687.4411,23288.7523,375899.0098,41225.873,11603.364,452704.4402,32659.9801,4964.5989,37624.579,23756.6448,6437.8448,8903.3353,6874.8763,7430.0894,555.2131,11.79,9.02,2.77,24170.89,13243.89,2438.84,1263.66,33712.28,14025.94,18832.1,0.13,2.36929335293214,6.57,11.86286728264141,9.68108068083,7.1487896063545,8903.335300000002,-1.8189894035458565e-12,-58.921858892959854
FY2017-18,2018,UNION BANK OF INDIA,487380.0884,123754.2173,288760.5825,3833.3328,21590.7614,1168.5734,23928.1978,408501.6357,45680.7681,8100.9134,487380.0884,32747.9992,4989.8684,37737.8676,23443.336,6654.956,9304.6632,12886.9441,7639.5756,-5247.3685,11.46,9.03,2.43,33712.28,21369.11,2234.51,3476.95,49369.93,18832.1,24326.31,-1.07,-21.3859853089047,8.42,7.659666025073819,8.673240697640171,0.800793420308854,9304.663199999999,1.8189894035458565e-12,-1045.1089140367903
FY2018-19,2019,UNION BANK OF INDIA,494038.8422,126046.6426,296932.153,3762.2928,24251.7801,1763.0163,24723.9911,415915.2695,42863.8249,8772.7404,494038.8422,34066.6589,4473.9467,38540.6056,23851.7482,7167.6254,10214.9107,10468.6803,7521.232,-2947.4483,11.78,9.48,2.3,49369.93,13576.72,6446.96,7770.54,48729.15,24326.31,20332.42,-0.59,-11.4278107575469,6.85,1.366234271461475,1.814835768600087,2.8298774123715287,10214.9107,0.0,-43.82997306173561
FY2019-20,2020,UNION BANK OF INDIA,550683.2685,152413.8968,315049.4069,4762.5172,23351.2283,3422.8189,30362.8257,450668.4524,52486.2533,,550683.2685,37231.1238,5260.7868,42491.9106,25794.3716,7516.4147,11436.7522,12078.9008,9181.1243,-2897.7765,12.81,10.75,2.06,48729.15,14911.44,6137.81,8417.48,49085.3,20332.42,17303.14,-0.53,-9.615559972,5.49,11.465581541677405,8.35583241312088,6.101479316724578,11436.752200000003,-1.8189894035458565e-12,-1.6852475410679801
FY2020-21,2021,UNION BANK OF INDIA,1071705.8448,331511.7896,590982.8759,7343.8719,57456.9601,6406.8444,58069.8908,923805.3402,51837.1092,,1071705.8448,68767.3348,11744.4937,80511.8285,44078.9085,16765.9927,24688.4263,16760.9622,19666.9273,2905.9651,12.56,10.35,2.21,,,,,,,,0.27,4.678,4.62,94.61383813588664,104.98557981601463,87.58418932290965,24688.4263,0.0,-200.28258217981963
FY2021-22,2022,UNION BANK OF INDIA,1187591.0609,348507.3915,661004.6627,7191.3038,51387.3446,6834.7475,63741.3875,1032392.6349,51179.0975,,1187591.0609,67943.9508,12524.8172,80468.768,40157.4864,18438.0735,27786.4644,16641.1123,21873.2081,5232.0958,14.52,12.2,2.32,89788.2,22877.39,13594.09,19484.43,79587.07,27280.52,24303.3,0.47,7.748219,3.68,10.813155182672919,11.75434801843549,11.84836137483083,27786.464400000004,-3.637978807091713e-12,80.04675279823562
FY2022-23,2023,UNION BANK OF INDIA,1280752.451,339299.0482,761845.4577,8825.6071,58631.8849,6834.7475,71499.4658,1117716.322,43137.4686,,1280752.451,80743.3386,14633.153,95376.4916,47977.9957,21931.3319,32765.3429,17033.8863,25467.164,8433.2777,16.04,13.91,2.13,79587.07,12518.6,11943.38,19175.0,60987.29,24303.3,12927.44,0.69,11.326651,1.7,7.844568148685704,8.264654765603275,15.255685880958314,32765.342900000003,-3.637978807091713e-12,61.18354904740087
FY2023-24,2024,UNION BANK OF INDIA,1391957.617,337903.5284,870776.0894,9222.7802,54752.3429,7633.6056,89335.3596,1221528.374,26948.3682,,1391957.617,99777.9577,16080.1941,115858.1518,63207.5611,24439.9598,36570.3966,14562.3243,28210.6309,13648.3066,16.97,15.0,1.97,60987.29,11876.65,11502.0,18264.21,43097.73,12927.44,8989.92,1.03,15.571089,1.03,8.682799389778427,9.287871167009776,14.29825834085301,36570.3966,0.0,61.838695291630195
FY2024-25,2025,UNION BANK OF INDIA,1499855.708,354381.3963,953513.3435,9781.8765,50845.1148,7633.6056,105341.6007,1309749.518,27341.788,,1499855.708,107725.9729,19812.9144,127538.8873,70512.2962,25936.5486,37213.6767,13102.8963,31090.0425,17987.1462,18.02,16.24,1.78,43097.73,12073.93,8187.9,11633.38,35350.38,8989.92,5969.29,1.26,17.135171,0.63,7.75153565613198,7.222193595971249,9.501553281855646,37213.676699999996,7.275957614183426e-12,31.790314558144516
FY2015-16,2016,UNITED BANK OF INDIA,129431.7504,44723.3834,68060.2004,1210.92,7111.5877,839.516,4999.669,116401.2764,2912.5065,4278.7825,129431.7504,9936.6709,1467.5332,11404.2041,7656.1136,2972.7844,2280.5573,1057.2649,775.3061,-281.9588,10.08,7.93,2.15,6552.91,5011.05,1443.53,649.42,9471.01,4081.38,6110.71,-0.22,-4.83334836690036,9.04,,,,2280.5572999999995,4.547473508864641e-13,
FY2016-17,2017,UNITED BANK OF INDIA,141053.1124,53035.4906,66139.2951,1181.6634,7680.6161,1394.3556,5931.4557,126939.251,2551.754,4236.2961,141053.1124,9427.9119,2186.6184,11614.5303,7500.1832,2561.4613,1927.7287,1333.3796,1552.8858,219.5062,11.14,8.94,2.2,9471.01,3533.08,1338.39,713.71,10951.99,6110.71,6591.85,0.16,3.33469444271701,10.02,8.978756730157,9.053143510031125,-2.822362098128639,1927.7286999999988,1.1368683772161603e-12,-177.85045190999534
FY2017-18,2018,UNITED BANK OF INDIA,144748.6558,50401.8041,62490.1998,1293.0885,10329.2397,3000.0,5661.5934,129326.378,3306.0575,3454.6269,144748.6558,8341.6293,2214.5669,10556.1962,6848.7579,2683.3782,1492.8714,2478.5063,1024.0601,-1454.4462,12.62,9.87,2.75,10951.99,8606.26,1139.23,1866.91,16552.11,6591.85,10316.3,-1.04,-18.1949006395015,16.49,2.6199658675521764,1.8805270877169322,-5.517287861146258,1492.871400000001,-9.094947017729282e-13,-762.5991429854829
FY2018-19,2019,UNITED BANK OF INDIA,151529.9278,60976.0343,66955.0974,1240.055,12695.2472,7427.9197,4070.958,134983.3151,2203.7175,2844.0175,151529.9278,8559.8764,2384.584,10944.4604,6585.271,2947.6008,1974.6054,3727.5139,1411.5886,-2315.9253,13.0,10.14,2.86,16552.11,2870.52,2003.96,5365.29,12053.38,10316.3,5785.61,-1.6,-22.9749125257296,8.67,4.684860085588438,4.374155673021329,7.144956512044942,1974.6053999999995,4.547473508864641e-13,59.2307298819303
FY2019-20,2020,UNITED BANK OF INDIA,152992.8357,58636.9227,67523.3277,1418.4855,11839.0895,9069.299,-2160.6981,137614.6391,2279.9452,,152992.8357,9655.5447,2589.0414,12244.5861,6669.8776,5403.995,2985.6671,6566.0211,170.7135,-6395.3076,5.56,3.56,2.0,12053.38,4053.08,1882.63,4288.6,9935.23,5785.61,3191.22,-4.17,-69.4859707727706,4.73,0.9654250623882366,1.949369815114288,0.8486736963509989,2985.6671000000006,-4.547473508864641e-13,176.14481347908765
FY2015-16,2016,UNITED OVERSEAS BANK LTD,1564.9467,330.8076,1115.2194,2.7042,57.6451,752.5524,55.2421,401.4637,315.8738,39.8147,1564.9467,108.155,8.2426,116.3976,30.5084,23.5153,77.6466,27.1253,62.3739,35.2486,150.53,149.58,0.95,,,,,,,,2.41,4.46088703421111,,,,,77.6466,0.0,
FY2016-17,2017,UNITED OVERSEAS BANK LTD,1673.0817,429.7387,1144.7021,1.6228,71.4819,752.5524,63.4778,241.9915,572.2977,42.7623,1673.0817,92.5602,12.1912,104.7514,29.8081,23.5567,62.7521,43.1509,51.3866,8.2357,122.92,121.98,0.94,,80.1936,,,80.1936,,44.1065,0.55,1.01435826170152,3.85,6.909819995786437,-39.72269472931177,2.6436681427887576,62.7521,0.0,-76.63538410036143
FY2017-18,2018,UNITED OVERSEAS BANK LTD,1109.098,349.7755,221.7845,0.7589,58.6145,752.5524,63.6234,161.3431,119.6925,11.8866,1109.098,74.682,6.0368,80.7188,18.1538,23.7716,56.5282,38.6478,38.7934,0.1456,183.02,182.76,0.26,80.1936,,,,80.1936,44.1065,,0.01,0.0178408852804119,,-33.70927432892249,-33.3269556988572,-80.62513382302696,56.5282,0.0,-98.23208713284845
FY2018-19,2019,UNITED OVERSEAS BANK LTD,1338.5875,257.5474,492.465,0.7768,115.9873,752.5524,49.2523,517.1642,,19.6186,1338.5875,94.1607,15.7064,109.8671,32.8463,26.0205,61.3144,65.3714,51.0003,-14.3711,150.79,150.27,0.52,80.1936,75.0,,,155.1936,,,-0.95,-1.77642437594273,,20.691543939309256,220.53691790972164,122.0466263422376,61.314400000000006,-7.105427357601002e-15,-9970.260989010989
FY2019-20,2020,UNITED OVERSEAS BANK LTD,1811.5648,365.8411,708.995,0.7882,171.2369,752.5524,86.4958,887.0265,,,1811.5648,82.7957,18.0634,100.8591,31.6808,81.1954,51.1149,-49.2606,-12.0171,37.2435,171.78,171.03,0.75,155.1936,,25.5137,54.6799,75.0,,,2.34,4.539529412,,35.33405922287485,71.51738268039433,43.968606906074555,51.11489999999999,7.105427357601002e-15,-359.1555274126546
FY2020-21,2021,UNITED OVERSEAS BANK LTD,1170.3055,609.825,419.665,0.7935,95.6214,752.5524,104.9838,301.8728,,,1170.3055,72.7756,21.8719,94.6475,33.6955,26.4561,39.0801,16.0079,34.4959,18.488,181.9,178.59,3.31,75.0,,,,75.0,,,0.86,2.179,,-35.39808788512562,-65.96800659281318,-40.8084683248824,39.080099999999995,7.105427357601002e-15,-50.35912306845489
FY2021-22,2022,UNITED OVERSEAS BANK LTD,1407.958,394.9947,326.4265,0.5618,79.2697,752.5524,114.0286,529.2937,,,1407.958,53.0457,12.6583,65.704,21.5086,28.5458,31.5371,6.6048,15.6496,9.0448,287.98,284.74,3.24,75.0,,,,75.0,,,0.58,1.049209,,20.306877135927337,75.3366649794218,-22.217363849737303,31.537099999999995,3.552713678800501e-15,-51.0774556469061
FY2022-23,2023,UNITED OVERSEAS BANK LTD,1594.858,234.1273,597.889,0.3079,77.5112,752.5524,137.7011,690.5438,,,1594.858,67.1095,10.4956,77.6051,23.7511,29.7786,43.3584,0.4029,24.0754,23.6725,180.93,179.36,1.57,75.0,,19.5133,,55.4867,,,1.69,2.694904,,13.27454370087744,30.46514628834618,83.16190627905517,43.358399999999996,7.105427357601002e-15,161.724969042986
FY2023-24,2024,UNITED OVERSEAS BANK LTD,1943.3153,406.5673,802.896,0.2996,62.4228,752.5524,156.8491,886.2277,125.1075,,1943.3153,96.1391,10.9488,107.0879,34.9153,34.2568,61.2238,18.7678,37.9158,19.148,148.81,146.73,2.08,55.4867,,4.9049,50.5818,,,,1.28,2.127963,,21.848797824006905,28.337652151825843,34.28847160593354,61.2238,0.0,-19.112894709050586
FY2024-25,2025,UNITED OVERSEAS BANK LTD,1298.3656,401.4136,631.825,1.4553,54.3717,752.5524,180.4931,144.1815,200.8663,,1298.3656,88.8389,10.1968,99.0357,26.111,35.572,62.7279,13.4705,37.3527,23.8822,167.78,165.4,2.38,,,,,,,,1.78,2.592444,,-33.18811414699405,-83.7308741308808,-21.30674458460372,62.72789999999999,7.105427357601002e-15,24.724253185711298
FY2022-23,2023,UNITY SMALL FINANCE BANK LIMITED,8761.3277,2435.8044,4468.1901,318.4653,983.8815,1392.4354,351.789,2684.6256,428.5958,,8761.3277,734.6955,68.6154,803.3109,174.9123,476.5952,559.7832,117.18,151.8034,34.6234,49.4037,27.1566,22.2471,3773.2996,151.3005,148.4233,8.8135,3767.3633,196.8943,15.3051,0.43,1.985031,0.34,,,,559.7832000000001,-1.1368683772161603e-13,
FY2023-24,2024,UNITY SMALL FINANCE BANK LIMITED,13773.79863,3824.6984,7960.8514,360.992326,1029.587106,1392.435375,514.789957,6505.1005,1298.9138,,13773.79863,1387.8809,244.0315,1631.9124,406.861,808.3734,981.0199,-22.2202,416.678,438.8982,36.461,19.9234,16.534,3767.36379,168.4871,169.72129,3405.9169,360.2127,15.312387,50.383724,4.0,24.039668,0.63,57.21131661357673,142.30941178539013,78.16724941940139,981.0199000000001,-1.1368683772161603e-13,1167.6346054980158
FY2024-25,2025,UNITY SMALL FINANCE BANK LIMITED,19151.94093,5151.990755,10985.17909,706.554895,1193.378057,1392.435375,721.916326,11951.88853,1067.266297,,19151.94093,2068.568049,768.524498,2837.092547,881.681878,1227.439653,1186.886171,245.937696,727.971016,482.03332,28.75,16.19,12.56,360.2127,696.522764,138.732699,248.57,669.432765,50.383724,169.373724,2.88,23.972353,1.54,39.04618068312795,83.73103582335123,37.99000305419593,1186.886171,0.0,9.828046685996906
FY2017-18,2018,UTKARSH SMALL FINANCE BANK LIMITED,4523.7246,661.2737,3101.7186,87.2665,104.7113,470.05,-58.1818,2193.8668,1788.8464,129.1432,4523.7246,518.1735,43.6897,561.8632,250.7305,235.5532,267.443,138.596,75.5795,-63.0165,17.4,12.95,4.45,,200.04,142.57,,57.47,,33.72,-1.93,-15.3001615565368,1.09,,,,267.443,0.0,
FY2018-19,2019,UTKARSH SMALL FINANCE BANK LIMITED,6238.8449,862.2071,4668.1652,89.8815,101.959,737.05,35.7063,3791.3867,1429.7673,244.9346,6238.8449,881.0445,58.0463,939.0908,382.2938,326.2699,498.7507,136.639,230.5271,93.8881,24.14,20.34,3.8,57.47,60.26,22.3,29.86,65.57,33.72,5.69,1.86,15.8511156910903,0.12,37.91389732257353,72.81754297936413,50.502537528710704,498.7507,0.0,-248.98970904445662
FY2019-20,2020,UTKARSH SMALL FINANCE BANK LIMITED,9404.3161,1192.3882,6281.596,131.4181,184.8612,759.2722,260.2269,5235.2125,2675.0368,,9404.3161,1307.6867,98.5553,1406.242,579.4626,476.4841,728.2241,163.5526,350.2953,186.7427,22.19,19.41,2.78,65.572495,41.190415,6.149872,55.957725,44.655313,5.69067,11.092824,2.47,20.8388492,0.18,50.738097367991955,38.081734052609285,34.56241865647769,728.2241,0.0,98.89922152008617
FY2020-21,2021,UTKARSH SMALL FINANCE BANK LIMITED,12137.9123,2313.9356,8216.8575,181.1712,256.132,848.3339,520.0187,7507.5681,2607.8252,,12137.9123,1580.9873,124.849,1705.8363,741.7407,545.0572,839.2466,307.2233,419.0384,111.8151,21.88,19.98,1.9,44.655314,309.579152,3.619939,35.325814,315.288713,11.092825,108.817475,1.04,9.365,1.33,29.06746403388121,43.405221851071005,30.808436263650197,839.2466000000001,-1.1368683772161603e-13,-40.12344257633632
FY2021-22,2022,UTKARSH SMALL FINANCE BANK LIMITED,15063.7698,2347.9238,10228.1473,286.5335,329.5161,895.5215,676.7753,10074.1826,2571.9349,,15063.7698,1848.8126,184.8334,2033.646,787.9625,733.7495,1060.8501,450.4724,511.934,61.4616,21.59,18.08,3.51,315.288713,656.426281,101.56999,221.988095,648.156909,108.817475,235.795461,0.48,4.180138,2.31,24.105113199738646,34.18702921922212,24.477603512048262,1060.8501,0.0,-45.03282651448687
FY2022-23,2023,UTKARSH SMALL FINANCE BANK LIMITED,19117.2922,2859.4222,13068.7655,303.3239,369.4176,895.9047,1104.4159,13710.14,2349.4753,,19117.2922,2504.9798,299.3062,2804.286,975.9489,990.0136,1529.0309,433.8216,838.3235,404.5019,20.64,18.25,2.39,648.156909,521.086653,354.958496,382.781438,431.503628,235.795461,50.511564,2.45,22.644569,0.0,26.90908354162449,36.09183538126457,27.772558574708818,1529.0309000000002,-2.2737367544323206e-13,558.1376013641037
FY2023-24,2024,UTKARSH SMALL FINANCE BANK LIMITED,23902.677,3679.4652,16364.8091,311.5775,519.3553,1099.4575,1873.7308,17472.5981,1995.0808,,23902.677,3178.4115,400.3434,3578.7549,1292.609,1288.8784,1885.8025,499.6393,997.2675,497.6282,22.57,20.95,1.62,431.503628,469.191677,169.695376,313.42171,417.578219,50.511564,4.489248,2.46,20.011151,0.03,25.031708203947424,27.442886068267725,25.220772382823764,1885.8025000000002,-2.2737367544323206e-13,23.022462935279165
FY2024-25,2025,UTKARSH SMALL FINANCE BANK LIMITED,28127.437,4957.8851,18716.4758,386.9206,629.5344,1101.6099,1872.8943,21565.6989,2354.7658,,28127.437,3764.926,599.8343,4364.7603,1742.0624,1615.7659,2022.8636,983.2315,1006.932,23.7005,20.93,17.88,3.05,417.578219,2108.166175,201.057851,470.302776,1854.383767,4.489248,905.273065,0.09,0.796965,4.84,17.674840353655785,23.425828125698157,14.370266622908545,2022.8636,0.0,-95.23730769277144
FY2015-16,2016,VIJAYA BANK,145408.7409,41842.4895,88986.9612,1288.2949,6671.4445,932.5604,6692.1634,125440.7229,10300.5718,2042.7224,145408.7409,12083.579,873.8597,12957.4387,9322.7447,2085.8241,2760.8343,1167.0747,1548.8699,381.7952,12.58,9.45,3.13,2443.21,5835.63,1741.9,509.87,6027.07,1659.71,4276.82,0.28,5.53949441481216,4.8,,,,2760.8343000000004,-4.547473508864641e-13,
FY2016-17,2017,VIJAYA BANK,154881.5759,44424.5513,94548.888,1318.7597,8658.6668,998.8454,7152.6425,133011.9521,11061.7967,2656.3392,154881.5759,12379.4585,1651.2627,14030.7212,8873.0179,2736.5495,3506.4406,1670.6687,2421.1538,750.4851,12.73,9.96,2.77,6027.07,2893.44,1470.44,1068.29,6381.78,4276.82,4118.16,0.49,9.51413576682671,4.36,6.514625559212162,6.035702780536201,6.250271640919913,3506.4406,0.0,96.56745291716604
FY2017-18,2018,VIJAYA BANK,177632.0472,39511.6614,116165.4423,1301.4752,15683.2268,1304.148,9323.0501,157287.5358,7299.7941,2417.5192,177632.0472,12589.843,1600.6089,14190.4519,8286.9547,2805.6956,4302.8883,2370.7787,3097.8016,727.0229,13.9,11.71,2.19,6381.78,4388.2,1703.9,1539.99,7526.09,4118.16,5021.24,0.44,7.74306466384283,4.32,14.688946162769522,18.250678466660908,22.86283292935183,4302.8883000000005,-9.094947017729282e-13,-3.126271261081659
FY2018-19,2019,VIJAYA BANK,191981.5278,41613.113,130606.3232,1691.2674,9386.474,1304.148,7415.0806,175817.4337,3717.2529,3727.6126,191981.5278,14975.9346,1342.2364,16318.171,10065.3251,3834.0115,4910.6095,4852.9478,2418.8344,-2434.1134,10.14,8.14,2.0,7526.09,5457.81,2542.55,1518.05,8923.3,5021.24,4018.37,-1.26,-25.1634416809384,3.08,8.078204820689594,11.780906736031383,12.431305398645232,4910.6095000000005,-9.094947017729282e-13,-434.8056024094976
FY2015-16,2016,WESTPAC BANKING CORPORATION,3834.0106,1946.7593,647.5025,2.4511,355.0912,808.73,81.4648,1772.3235,851.9833,319.509,3834.0106,205.7135,-33.3113,172.4022,80.1209,48.4724,125.5926,19.4785,43.8089,24.3304,43.72,43.26,0.46,,,,,,,,0.77,2.77102275367482,,,,,125.5926,0.0,
FY2016-17,2017,WESTPAC BANKING CORPORATION,2736.676,1135.3234,551.4187,1.6088,755.1261,808.73,127.2034,1031.0381,99.9978,669.7067,2736.676,209.8016,-3.9807,205.8209,85.2289,44.0754,124.5727,30.778,76.5166,45.7386,53.76,53.23,0.53,,,,,,,,1.44,5.00935257447971,,-28.621063280315397,-41.82562607785768,-14.839139617221575,124.57270000000001,-1.4210854715202004e-14,87.98951106434747
FY2017-18,2018,WESTPAC BANKING CORPORATION,2273.0236,902.7579,854.881,0.6188,311.3346,808.73,146.8999,263.0392,800.2903,254.0642,2273.0236,116.031,17.4086,133.4396,46.9573,39.5574,69.0737,21.8049,46.9249,25.12,56.24,55.61,0.63,,,,,,,,1.06,2.65600416332882,,-16.942173644231172,-74.48792629486728,55.03300849245774,69.0737,0.0,-45.07921099465222
